id,title,category,subcategory,outputType,imageModel,styleProfile,cameraProfile,lightingProfile,prompt,negativePrompt,variables,tags,version
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-orthographic-turnaround","Bioluminescent Flyer · Orthographic Turnaround","creature","Bioluminescent Flyer","Orthographic Turnaround","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS bioluminescent flyer orthographic turnaround for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering show a production turnaround with consistent scale, grounded orientation, and no labels Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | orthographic-turnaround | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-wing-spread","Bioluminescent Flyer · Wing Spread","creature","Bioluminescent Flyer","Wing Spread","Nano Banana 2","NOVERIS Scientific Realism","wing-detail","museum-specimen","Create a premium NOVERIS bioluminescent flyer wing spread for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise wing spread production study with the complete requested subject visible Camera: controlled wing-detail view showing feather architecture, lift surfaces, and attachment points. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | wing-spread | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-folded-wings","Bioluminescent Flyer · Folded Wings","creature","Bioluminescent Flyer","Folded Wings","Nano Banana 2","NOVERIS Scientific Realism","wing-detail","museum-specimen","Create a premium NOVERIS bioluminescent flyer folded wings for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise folded wings production study with the complete requested subject visible Camera: controlled wing-detail view showing feather architecture, lift surfaces, and attachment points. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | folded-wings | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-skeleton","Bioluminescent Flyer · Skeleton","creature","Bioluminescent Flyer","Skeleton","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS bioluminescent flyer skeleton for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise skeleton production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | skeleton | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-musculature","Bioluminescent Flyer · Musculature","creature","Bioluminescent Flyer","Musculature","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS bioluminescent flyer musculature for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise musculature production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | musculature | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-internal-anatomy","Bioluminescent Flyer · Internal Anatomy","creature","Bioluminescent Flyer","Internal Anatomy","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS bioluminescent flyer internal anatomy for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise internal anatomy production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | internal-anatomy | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-feather-study","Bioluminescent Flyer · Feather Study","creature","Bioluminescent Flyer","Feather Study","Nano Banana 2","NOVERIS Scientific Realism","macro-feather","museum-specimen","Create a premium NOVERIS bioluminescent flyer feather study for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise feather study production study with the complete requested subject visible Camera: controlled macro study of feather microstructure and physically based surface materials. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | feather-study | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-foot-study","Bioluminescent Flyer · Foot Study","creature","Bioluminescent Flyer","Foot Study","Nano Banana 2","NOVERIS Scientific Realism","macro-feather","museum-specimen","Create a premium NOVERIS bioluminescent flyer foot study for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise foot study production study with the complete requested subject visible Camera: controlled macro study of feather microstructure and physically based surface materials. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | foot-study | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-beak-study","Bioluminescent Flyer · Beak Study","creature","Bioluminescent Flyer","Beak Study","Nano Banana 2","NOVERIS Scientific Realism","macro-feather","museum-specimen","Create a premium NOVERIS bioluminescent flyer beak study for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise beak study production study with the complete requested subject visible Camera: controlled macro study of feather microstructure and physically based surface materials. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | beak-study | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-eye-study","Bioluminescent Flyer · Eye Study","creature","Bioluminescent Flyer","Eye Study","Nano Banana 2","NOVERIS Scientific Realism","macro-feather","museum-specimen","Create a premium NOVERIS bioluminescent flyer eye study for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise eye study production study with the complete requested subject visible Camera: controlled macro study of feather microstructure and physically based surface materials. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | eye-study | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-lifecycle","Bioluminescent Flyer · Lifecycle","creature","Bioluminescent Flyer","Lifecycle","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS bioluminescent flyer lifecycle for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise lifecycle production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | lifecycle | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-variants","Bioluminescent Flyer · Variants","creature","Bioluminescent Flyer","Variants","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","museum-specimen","Create a premium NOVERIS bioluminescent flyer variants for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise variants production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: museum-quality specimen illumination without dramatic shadows. pure black background, isolated subject, no ground plane unless required for anatomical contact. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | variants | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-behavior","Bioluminescent Flyer · Behavior","creature","Bioluminescent Flyer","Behavior","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","habitat-natural","Create a premium NOVERIS bioluminescent flyer behavior for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise behavior production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: natural low-contrast environmental illumination with no focal flare. environment only where it supports the canonical habitat and composition. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | behavior | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-perching","Bioluminescent Flyer · Perching","creature","Bioluminescent Flyer","Perching","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","habitat-natural","Create a premium NOVERIS bioluminescent flyer perching for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise perching production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: natural low-contrast environmental illumination with no focal flare. environment only where it supports the canonical habitat and composition. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | perching | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
"noveris-visual-prompt-library-volume-ib-avian-flying-creatures-bioluminescent-flyer-takeoff","Bioluminescent Flyer · Takeoff","creature","Bioluminescent Flyer","Takeoff","Nano Banana 2","NOVERIS Scientific Realism","three-quarter","habitat-natural","Create a premium NOVERIS bioluminescent flyer takeoff for Nano Banana 2. canonical NOVERIS avian or flying creature {{SpeciesName}}, scientific name {{ScientificName}}, {{Wing Type}} wings with a {{Wing Span}} wingspan scientifically believable flight anatomy: wing size that supports body mass, wing loading appropriate to {{Gravity}} gravity and {{Air Density}} air density, functional muscle attachment, balanced skeleton, correct center of gravity, feather architecture {{Feather Type}}, lift generation, leg placement for takeoff and landing, and mechanically plausible landing control adapted to {{Planet}}, {{Biome}}, {{Gravity}} gravity, {{Atmosphere}} atmosphere, {{Climate}} climate, {{Wind}} wind, and {{Air Density}} air density; diet {{Diet}}, behavior {{Behavior}}, distinctive features {{Distinctive Features}} {{Primary Material}} materials, {{Color Palette}} palette, premium physically based feather and surface rendering create a precise takeoff production study with the complete requested subject visible Camera: three-quarter full-body specimen view with the complete flight silhouette readable. Lighting: natural low-contrast environmental illumination with no focal flare. environment only where it supports the canonical habitat and composition. NOVERIS Scientific Realism: museum quality, AAA realism, scientifically believable, clean readable silhouette, PSD-friendly layered extraction, production quality, no text.","text, watermark, frame, logo, UI, cropped subject, duplicate wings, incorrect feather count, impossible wing loading, incorrect anatomy, fantasy armor, weapons, cartoon, anime, oversaturated colors, motion blur, low resolution, compression artifacts, angel wings, fantasy dragons, Earth bird default","SpeciesName | ScientificName | Planet | Biome | Gravity | Atmosphere | Climate | Wind | Air Density | Wing Type | Wing Span | Feather Type | Diet | Behavior | Primary Material | Color Palette | Distinctive Features","creature | bioluminescent-flyer | takeoff | nano-banana-2 | psd-production | canonical-prompt","1.0.0"
