"existing_resource_id","existing_resource_name","current_category","current_rarity","current_discovery_tier","current_planet_profile_references","current_runtime_references","current_economy_references","current_crafting_references","current_research_references","proposed_primary_category","proposed_subcategory","proposed_secondary_categories","proposed_tags","resource_type","keep_as_resource","move_to_discoveries","discovery_category","existing_discovery_match","duplicate_candidate","periodic_element_match","atomic_number","migration_required","replacement_resource_id","replacement_discovery_id","save_compatibility_risk","notes"
"RES-0134","Void Heart","Cosmic Core","Legendary","Cosmic","4","1","0","0","1","Exotic Matter","Void Matter","","Cosmic Core;Legendary;Cosmic","Exotic Matter","true","false","","","false","false","","false","RES-0134","","Low: stable ID preserved","Canonical record retained."
"RES-0135","Reality Fragment","Cosmic","Legendary","Cosmic","7","1","0","0","1","Exotic Matter","Reality-Bending Matter","","Cosmic;Legendary","Exotic Matter","true","false","","","false","false","","false","RES-0135","","Low: stable ID preserved","Canonical record retained."
"RES-0136","Dimensional Alloy","Cosmic Metal","Legendary","Cosmic","0","1","0","0","1","Alloys and Engineered Materials","Advanced Alloys","","Cosmic Metal;Legendary;Cosmic","Alloy","true","false","","","false","false","","false","RES-0136","","Low: stable ID preserved","Canonical record retained."
"RES-0137","Chrono Crystal","Cosmic Crystal","Legendary","Cosmic","2","1","0","0","1","Crystals","Information and Field Crystals","","Cosmic Crystal;Legendary;Cosmic","Crystal","true","false","","","false","false","","false","RES-0137","","Low: stable ID preserved","Canonical record retained."
"RES-0138","Temporal Shard","Cosmic","Legendary","Cosmic","0","1","0","0","1","Exotic Matter","Temporal Matter","","Cosmic;Legendary","Exotic Matter","true","false","unknown-objects","UNK-0508","false","false","","false","RES-0138","","Low: stable ID preserved","Canonical record retained."
"RES-0139","Singularity Fragment","Cosmic","Legendary","Cosmic","3","1","0","0","1","Exotic Matter","Singularity Matter","","Cosmic;Legendary","Exotic Matter","true","false","","","false","false","","false","RES-0139","","Low: stable ID preserved","Canonical record retained."
"RES-0140","Event Horizon Fragment","Cosmic","Legendary","Cosmic","2","1","0","0","1","Exotic Matter","Singularity Matter","","Cosmic;Legendary","Exotic Matter","true","false","","","false","false","","false","RES-0140","","Low: stable ID preserved","Canonical record retained."
"RES-0141","Black Hole Residue","Cosmic","Legendary","Cosmic","1","1","0","0","1","Exotic Matter","Singularity Matter","","Cosmic;Legendary","Exotic Matter","true","false","","","false","false","","false","RES-0141","","Low: stable ID preserved","Canonical record retained."
"RES-0142","Stellar Fragment","Cosmic","Legendary","Cosmic","4","1","0","0","1","Exotic Matter","Stellar Remnants","","Cosmic;Legendary","Exotic Matter","true","false","","","false","false","","false","RES-0142","","Low: stable ID preserved","Canonical record retained."
"RES-0143","Stellar Plasma","Energy","Legendary","Cosmic","0","1","0","0","1","Energy Materials","Plasma Materials","","Energy;Legendary;Cosmic","Energy Material","true","false","","","false","false","","false","RES-0143","","Low: stable ID preserved","Canonical record retained."
"RES-0144","Storm Plasma","Energy","Legendary","Cosmic","3","1","0","0","1","Energy Materials","Plasma Materials","","Energy;Legendary;Cosmic","Energy Material","true","false","","","false","false","","false","RES-0144","","Low: stable ID preserved","Canonical record retained."
"RES-0145","Plasma","Energy","Legendary","Cosmic","6","1","0","0","1","Energy Materials","Plasma Materials","","Energy;Legendary;Cosmic","Energy Material","true","false","","","false","false","","false","RES-0145","","Low: stable ID preserved","Canonical record retained."
"RES-0146","Ion Gas","Gas/Energy","Legendary","Cosmic","7","1","0","0","1","Gases","Ionized Gases","","Gas/Energy;Legendary;Cosmic","Gas","true","false","","","false","false","","false","RES-0146","","Low: stable ID preserved","Canonical record retained."
"RES-0147","Exotic Gas","Gas","Legendary","Cosmic","8","1","0","0","1","Gases","Exotic Gases","","Gas;Legendary;Cosmic","Gas","true","false","","","false","false","","false","RES-0147","","Low: stable ID preserved","Canonical record retained."
"RES-0148","Alien Gas","Gas","Legendary","Cosmic","3","1","0","0","1","Gases","Exotic Gases","","Gas;Legendary;Cosmic","Gas","true","false","","","false","false","","false","RES-0148","","Low: stable ID preserved","Canonical record retained."
"RES-0149","Quantum Gas","Gas/Cosmic","Legendary","Cosmic","1","1","0","0","1","Gases","Exotic Gases","","Gas/Cosmic;Legendary;Cosmic","Gas","true","false","","","false","false","","false","RES-0149","","Low: stable ID preserved","Canonical record retained."
"RES-0150","Zero Point Crystal","Energy Crystal","Legendary","Cosmic","5","1","0","0","1","Crystals","Energy Crystals","","Energy Crystal;Legendary;Cosmic","Crystal","true","false","","","false","false","","false","RES-0150","","Low: stable ID preserved","Canonical record retained."
"RES-0151","Infinite Energy","Energy","Legendary","Cosmic","2","1","0","0","1","Energy Materials","Infinite Energy","","Energy;Legendary;Cosmic","Energy Material","true","false","","","false","false","","false","RES-0151","","Low: stable ID preserved","Canonical record retained."
"RES-0152","Photon Core","Energy Core","Legendary","Cosmic","1","1","0","0","1","Energy Materials","Condensed Energy Cores","","Energy Core;Legendary;Cosmic","Energy Material","true","false","","","false","false","","false","RES-0152","","Low: stable ID preserved","Canonical record retained."
"RES-0153","Plasma Core","Energy Core","Legendary","Cosmic","2","1","0","0","1","Energy Materials","Plasma Materials","","Energy Core;Legendary;Cosmic","Energy Material","true","false","","","false","false","","false","RES-0153","","Low: stable ID preserved","Canonical record retained."
"RES-0154","Electromagnetic Core","Energy Core","Legendary","Cosmic","1","1","0","0","1","Energy Materials","Condensed Energy Cores","","Energy Core;Legendary;Cosmic","Energy Material","true","false","","","false","false","","false","RES-0154","","Low: stable ID preserved","Canonical record retained."
"RES-0155","Lightning Core","Energy Core","Legendary","Cosmic","1","1","0","0","1","Energy Materials","Condensed Energy Cores","","Energy Core;Legendary;Cosmic","Energy Material","true","false","","","false","false","","false","RES-0155","","Low: stable ID preserved","Canonical record retained."
"RES-0156","Charge Core","Energy Core","Legendary","Cosmic","1","1","0","0","1","Energy Materials","Condensed Energy Cores","","Energy Core;Legendary;Cosmic","Energy Material","true","false","","","false","false","","false","RES-0156","","Low: stable ID preserved","Canonical record retained."
"RES-0157","Proto Matter","Primordial","Mythic","Primordial","6","1","0","0","1","Primordial Matter","Prime Matter","","Primordial;Mythic","Primordial Matter","true","false","","","false","false","","false","RES-0157","","Low: stable ID preserved","Canonical record retained."
"RES-0158","Planet Seed","Primordial","Mythic","Primordial","2","1","0","0","1","Primordial Matter","World Seeds","","Primordial;Mythic","Primordial Matter","true","false","","","false","false","","false","RES-0158","","Low: stable ID preserved","Canonical record retained."
"RES-0159","Ancient Core","Primordial/Core","Mythic","Primordial","4","1","0","0","1","Primordial Matter","Prime Matter","","Primordial/Core;Mythic;Primordial","Primordial Matter","true","false","","","false","false","","false","RES-0159","","Low: stable ID preserved","Canonical record retained."
"RES-0160","Core Fragment","Primordial/Core","Mythic","Primordial","1","1","0","0","1","Primordial Matter","Prime Matter","","Primordial/Core;Mythic;Primordial","Primordial Matter","true","false","","","false","false","","false","RES-0160","","Low: stable ID preserved","Canonical record retained."
"RES-0161","Molten Rock","Primordial/Mineral","Mythic","Primordial","3","1","0","0","1","Primordial Matter","Prime Matter","","Primordial/Mineral;Mythic;Primordial","Primordial Matter","true","false","","","false","false","","false","RES-0161","","Low: stable ID preserved","Canonical record retained."
"RES-0162","Fresh Crust","Primordial/Mineral","Mythic","Primordial","1","1","0","0","1","Primordial Matter","Prime Matter","","Primordial/Mineral;Mythic;Primordial","Primordial Matter","true","false","","","false","false","","false","RES-0162","","Low: stable ID preserved","Canonical record retained."
"RES-0163","Volcanic Ash","Mineral","Mythic","Primordial","3","1","0","0","1","Rocks and Geological Materials","Volcanic Materials","","Mineral;Mythic;Primordial","Rock","true","false","","","false","false","","false","RES-0163","","Low: stable ID preserved","Canonical record retained."
"RES-0164","Meteoric Carbon","Carbon","Mythic","Primordial","0","1","0","0","1","Minerals","Carbon Minerals","","Carbon;Mythic;Primordial","Mineral","true","false","","","false","false","","false","RES-0164","","Low: stable ID preserved","Canonical record retained."
"RES-0165","Proto Water","Liquid","Mythic","Primordial","1","1","0","0","1","Liquids","Specialized Water","","Liquid;Mythic;Primordial","Liquid","true","false","","","false","false","","false","RES-0165","","Low: stable ID preserved","Canonical record retained."
"RES-0166","Genesis Seed Trace","Genesis Trace","Mythic","Primordial","2","1","0","0","1","Genesis Matter","Genesis Seeds","","Genesis Trace;Mythic;Primordial","Genesis Matter","true","false","","","false","false","","false","RES-0166","","Low: stable ID preserved","Canonical record retained."
"RES-0167","Genesis Core","Genesis","Genesis","Genesis","0","1","0","0","1","Genesis Matter","Genesis Cores","","Genesis","Genesis Matter","true","false","","","false","false","","false","RES-0167","","Low: stable ID preserved","Canonical record retained."
"RES-0168","Genesis Seed","Genesis","Genesis","Genesis","3","1","0","0","1","Genesis Matter","Genesis Seeds","","Genesis","Genesis Matter","true","false","","","false","false","","false","RES-0168","","Low: stable ID preserved","Canonical record retained."
"RES-0169","Genesis Crystal","Genesis","Genesis","Genesis","0","1","0","0","1","Genesis Matter","Genesis Crystals","","Genesis","Genesis Matter","true","false","","","false","false","","false","RES-0169","","Low: stable ID preserved","Canonical record retained."
"RES-0170","Genesis Alloy","Genesis","Genesis","Genesis","0","1","0","0","1","Genesis Matter","Genesis Alloys","","Genesis","Genesis Matter","true","false","","","false","false","","false","RES-0170","","Low: stable ID preserved","Canonical record retained."
"RES-0171","Genesis Biomass","Genesis","Genesis","Genesis","6","1","0","0","1","Genesis Matter","Genesis Biological Matter","","Genesis","Genesis Matter","true","false","","","false","false","","false","RES-0171","","Low: stable ID preserved","Canonical record retained."
"RES-0172","Genesis Genome","Genesis","Genesis","Genesis","1","1","0","0","1","Genesis Matter","Genesis Biological Matter","","Genesis","Genesis Matter","true","false","","","false","false","","false","RES-0172","","Low: stable ID preserved","Canonical record retained."
"RES-0173","Genesis Matrix","Genesis","Genesis","Genesis","0","1","0","0","1","Genesis Matter","Genesis Matrices","","Genesis","Genesis Matter","true","false","","","false","false","","false","RES-0173","","Low: stable ID preserved","Canonical record retained."
"RES-0174","Genesis Heart","Genesis","Genesis","Genesis","0","1","0","0","1","Genesis Matter","Genesis Cores","","Genesis","Genesis Matter","true","false","","","false","false","","false","RES-0174","","Low: stable ID preserved","Canonical record retained."
"RES-0175","Genesis Energy","Genesis","Genesis","Genesis","0","1","0","0","1","Genesis Matter","Genesis Energy","","Genesis","Genesis Matter","true","false","","","false","false","","false","RES-0175","","Low: stable ID preserved","Canonical record retained."
"RES-0176","Genesis Memory","Genesis","Genesis","Genesis","0","1","0","0","1","Genesis Matter","Genesis Matrices","","Genesis","Genesis Matter","true","false","","","false","false","","false","RES-0176","","Low: stable ID preserved","Canonical record retained."
"RES-0177","Hydrogen","Gas","Common","Space","8","1","1","1","1","Elements","Reactive Nonmetal","[object Object]","Gas;Common;Space;Reactive Nonmetal;H","Element","true","false","","","false","true","1","false","RES-0177","","Low: stable ID preserved","Canonical record retained."
"RES-0178","Helium","Gas","Common","Space","7","1","1","1","1","Elements","Noble Gas","[object Object]","Gas;Common;Space;Noble Gas;He","Element","true","false","","","false","true","2","false","RES-0178","","Low: stable ID preserved","Canonical record retained."
"RES-0179","Ammonia","Gas/Chemical","Common","Space","12","1","1","1","1","Gases","Chemical Gases","","Gas/Chemical;Common;Space","Gas","true","false","","","false","false","","false","RES-0179","","Low: stable ID preserved","Canonical record retained."
"RES-0180","Methane","Gas/Chemical","Common","Space","15","1","1","1","1","Gases","Chemical Gases","","Gas/Chemical;Common;Space","Gas","true","false","","","false","false","","false","RES-0180","","Low: stable ID preserved","Canonical record retained."
"RES-0181","Hydrocarbons","Chemical","Common","Space","1","1","1","1","1","Chemicals and Compounds","Hydrocarbons","","Chemical;Common;Space","Compound","true","false","","","false","false","","false","RES-0181","","Low: stable ID preserved","Canonical record retained."
"RES-0182","Chemical Salts","Chemical","Common","Planetary","7","1","1","1","1","Chemicals and Compounds","Salts","","Chemical;Common;Planetary","Compound","true","false","","","false","false","","false","RES-0182","","Low: stable ID preserved","Canonical record retained."
"RES-0183","Rare Metals","Metal","Rare","Planetary","0","1","1","1","1","Ores","Critical Metal Ores","","Metal;Rare;Planetary","Ore","true","false","","","false","false","","false","RES-0183","","Low: stable ID preserved","Canonical record retained."
"RES-0184","Bio Gas Trace","Gas/Organic","Exotic","Space","1","1","1","1","1","Gases","Biological Gases","","Gas/Organic;Exotic;Space","Gas","true","false","","","false","false","","false","RES-0184","","Low: stable ID preserved","Canonical record retained."
"RES-0185","Storm Core","Energy","Exotic","Space","7","1","1","1","1","Energy Materials","Condensed Energy Cores","","Energy;Exotic;Space","Energy Material","true","false","geological","GEO-0017","false","false","","false","RES-0185","","Low: stable ID preserved","Canonical record retained."
"RES-0186","Exotic Ice","Ice","Exotic","Deep Space","8","1","1","1","1","Ices and Frozen Volatiles","Exotic Ices","","Ice;Exotic;Deep Space","Ice","true","false","","","false","false","","false","RES-0186","","Low: stable ID preserved","Canonical record retained."
"RES-0187","Quantum Gas Trace","Gas/Exotic","Exotic","Deep Space","1","1","1","1","1","Gases","Exotic Gases","","Gas/Exotic;Exotic;Deep Space","Gas","true","false","","","false","false","","false","RES-0187","","Low: stable ID preserved","Canonical record retained."
"RES-0188","Gravitonium Trace","Exotic","Exotic","Deep Space","1","1","1","1","1","Exotic Matter","Gravitic Matter","","Exotic;Deep Space","Exotic Matter","true","false","","","false","false","","false","RES-0188","","Low: stable ID preserved","Canonical record retained."
"RES-0189","Solar Energy","Energy","Common","Earth","0","1","1","1","1","Energy Materials","Stellar Energy","","Energy;Common;Earth","Energy Material","true","false","","","false","false","","false","RES-0189","","Low: stable ID preserved","Canonical record retained."
"RES-0190","Organic Compounds","Organic/Chemical","Common","Planetary","0","1","1","1","1","Organic Materials","Organic Compounds","","Organic/Chemical;Common;Planetary","Organic","true","false","","","false","false","","false","RES-0190","","Low: stable ID preserved","Canonical record retained."
"RES-0191","Fusion Fuel","Fuel","Uncommon","Space","0","1","1","1","1","Fuels","Fusion Fuels","","Fuel;Uncommon;Space","Fuel","true","false","","","false","false","","false","RES-0191","","Low: stable ID preserved","Canonical record retained."
"RES-0192","Survey Data","Data","Common","Space","0","1","1","1","1","Manufactured Components","Data Products","","Data;Common;Space","Manufactured Component","true","false","","","false","false","","false","RES-0192","","Low: stable ID preserved","Canonical record retained."
"RES-0193","Galactic Cartography","Data","Rare","Space","0","1","1","1","1","Manufactured Components","Data Products","","Data;Rare;Space","Manufactured Component","true","false","","","false","false","","false","RES-0193","","Low: stable ID preserved","Canonical record retained."
"RES-0194","Long Range Survey Data","Data","Uncommon","Space","0","1","1","1","1","Manufactured Components","Data Products","","Data;Uncommon;Space","Manufactured Component","true","false","","","false","false","","false","RES-0194","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-ABYSSAL-PEARL","Abyssal Pearl","Planetary","Uncommon","Planetary","1","1","0","0","0","Crystals","Gemstones","","Planetary;Uncommon","Crystal","true","false","","","false","false","","false","RES-PROFILE-ABYSSAL-PEARL","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-ABYSSAL-RELIC","Abyssal Relic","Archaeology","Uncommon","Planetary","1","1","0","0","0","Ancient Materials","Relic Materials","","Archaeology;Uncommon;Planetary","Ancient Material","true","false","","","false","false","","false","RES-PROFILE-ABYSSAL-RELIC","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-ACIDIC-COMPOUNDS","Acidic Compounds","Planetary","Uncommon","Planetary","1","1","0","0","0","Chemicals and Compounds","Reactive Compounds","","Planetary;Uncommon","Compound","true","false","","","false","false","","false","RES-PROFILE-ACIDIC-COMPOUNDS","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-ALIEN-ORGANICS-TRACE","Alien Organics Trace","Organic","Exotic","Planetary","3","1","0","0","0","Organic Materials","Organic Compounds","","Organic;Exotic;Planetary","Organic","true","false","","","false","false","","false","RES-PROFILE-ALIEN-ORGANICS-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-ALUMINUM-OXIDE","Aluminum Oxide","Planetary","Uncommon","Planetary","1","1","0","0","0","Chemicals and Compounds","Oxides","","Planetary;Uncommon","Compound","true","false","","","false","false","","false","RES-PROFILE-ALUMINUM-OXIDE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-ANCIENT-AI-FRAGMENT","Ancient AI Fragment","Archaeology","Uncommon","Planetary","1","1","0","0","0","Ancient Materials","Ancient Fragments","","Archaeology;Uncommon;Planetary","Ancient Material","true","false","","","false","false","","false","RES-PROFILE-ANCIENT-AI-FRAGMENT","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-ANCIENT-BONE","Ancient Bone","Planetary","Uncommon","Planetary","3","1","0","0","0","Ancient Materials","Fossils and Remains","","Planetary;Uncommon","Ancient Material","true","false","","","false","false","","false","RES-PROFILE-ANCIENT-BONE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-ANCIENT-FOSSILS","Ancient Fossils","Archaeology","Uncommon","Planetary","1","1","0","0","0","Ancient Materials","Fossils and Remains","","Archaeology;Uncommon;Planetary","Ancient Material","true","false","","","false","false","","false","RES-PROFILE-ANCIENT-FOSSILS","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-ASH-GLASS","Ash Glass","Planetary","Uncommon","Planetary","1","1","0","0","0","Rocks and Geological Materials","Natural Glass","","Planetary;Uncommon","Rock","true","false","","","false","false","","false","RES-PROFILE-ASH-GLASS","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-AURORA-CORE","Aurora Core","Energy","Uncommon","Planetary","1","1","0","0","0","Energy Materials","Condensed Energy Cores","","Energy;Uncommon;Planetary","Energy Material","true","false","","","false","false","","false","RES-PROFILE-AURORA-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-BATTLE-RELICS","Battle Relics","Archaeology","Uncommon","Planetary","1","1","0","0","0","Ancient Materials","Relic Materials","","Archaeology;Uncommon;Planetary","Ancient Material","true","false","","","false","false","","false","RES-PROFILE-BATTLE-RELICS","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-BIO-GAS","Bio Gas","Gas","Uncommon","Planetary","1","1","0","0","0","Gases","Biological Gases","","Gas;Uncommon;Planetary","Gas","true","false","","","false","false","","false","RES-PROFILE-BIO-GAS","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-BLUE-ICE","Blue Ice","Volatile","Uncommon","Planetary","1","1","0","0","0","Ices and Frozen Volatiles","Exotic Ices","","Volatile;Uncommon;Planetary","Ice","true","false","","","false","false","","false","RES-PROFILE-BLUE-ICE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-BORON","Boron","Planetary","Uncommon","Planetary","1","1","0","0","0","Elements","Metalloid","","Planetary;Uncommon;Metalloid;B","Element","true","false","","","false","true","5","false","RES-PROFILE-BORON","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-BREATHSTONE","Breathstone","Planetary","Uncommon","Planetary","1","1","0","0","0","Rocks and Geological Materials","Exotic Geological Materials","","Planetary;Uncommon","Rock","true","false","","","false","false","","false","RES-PROFILE-BREATHSTONE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-CARBON","Carbon","Planetary","Uncommon","Planetary","4","1","0","0","0","Elements","Reactive Nonmetal","","Planetary;Uncommon;Reactive Nonmetal;C","Element","true","false","","","false","true","6","false","RES-PROFILE-CARBON","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-CELLULAR-CORE","Cellular Core","Energy","Uncommon","Planetary","1","1","0","0","0","Biological Materials","Living Cores and Networks","","Energy;Uncommon;Planetary","Biological","true","false","","","false","false","","false","RES-PROFILE-CELLULAR-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-CHARGED-STONE","Charged Stone","Planetary","Uncommon","Planetary","1","1","0","0","0","Rocks and Geological Materials","Exotic Geological Materials","","Planetary;Uncommon","Rock","true","false","","","false","false","","false","RES-PROFILE-CHARGED-STONE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-CHEMICAL-SOLVENTS","Chemical Solvents","Planetary","Uncommon","Planetary","1","1","0","0","0","Liquids","Industrial Solvents","","Planetary;Uncommon","Liquid","true","false","","","false","false","","false","RES-PROFILE-CHEMICAL-SOLVENTS","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-CHEMICAL-WASTE","Chemical Waste","Planetary","Uncommon","Planetary","1","1","0","0","0","Chemicals and Compounds","Chemical Waste","","Planetary;Uncommon","Compound","true","false","","","false","false","","false","RES-PROFILE-CHEMICAL-WASTE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-COLLECTIVE-MIND-FRAGMENT","Collective Mind Fragment","Archaeology","Uncommon","Planetary","1","1","0","0","0","Ancient Materials","Ancient Fragments","","Archaeology;Uncommon;Planetary","Ancient Material","true","false","","","false","false","","false","RES-PROFILE-COLLECTIVE-MIND-FRAGMENT","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-CORROSIVE-ENZYME","Corrosive Enzyme","Planetary","Uncommon","Planetary","3","1","0","0","0","Biological Materials","Biochemical Agents","","Planetary;Uncommon","Biological","true","false","","","false","false","","false","RES-PROFILE-CORROSIVE-ENZYME","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-CORROSIVE-FLUIDS","Corrosive Fluids","Planetary","Uncommon","Planetary","1","1","0","0","0","Liquids","Hazardous Liquids","","Planetary;Uncommon","Liquid","true","false","","","false","false","","false","RES-PROFILE-CORROSIVE-FLUIDS","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-CRYO-CORE","Cryo Core","Energy","Uncommon","Planetary","1","1","0","0","0","Energy Materials","Condensed Energy Cores","","Energy;Uncommon;Planetary","Energy Material","true","false","","","false","false","","false","RES-PROFILE-CRYO-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-DARK-CRYSTAL-TRACE","Dark Crystal Trace","Crystal","Exotic","Planetary","1","1","0","0","0","Crystals","Exotic Crystals","","Crystal;Exotic;Planetary","Crystal","true","false","","","false","false","","false","RES-PROFILE-DARK-CRYSTAL-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-DARK-MATTER-TRACE","Dark Matter Trace","Planetary","Exotic","Planetary","5","1","0","0","0","Exotic Matter","Dark and Negative Matter","","Planetary;Exotic","Exotic Matter","true","false","","","false","false","","false","RES-PROFILE-DARK-MATTER-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-DEEP-CORE-MINERALS","Deep Core Minerals","Energy","Uncommon","Planetary","1","1","0","0","0","Energy Materials","Condensed Energy Cores","","Energy;Uncommon;Planetary","Energy Material","true","false","","","false","false","","false","RES-PROFILE-DEEP-CORE-MINERALS","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-DEEP-CRYSTAL-CORE","Deep Crystal Core","Energy","Uncommon","Planetary","1","1","0","0","0","Crystals","General Crystals","","Energy;Uncommon;Planetary","Crystal","true","false","","","false","false","","false","RES-PROFILE-DEEP-CRYSTAL-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-DUST","Dust","Planetary","Uncommon","Planetary","3","1","0","0","0","Rocks and Geological Materials","Sediments and Soils","","Planetary;Uncommon","Rock","true","false","","","false","false","","false","RES-PROFILE-DUST","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-ENTROPY-SHARD","Entropy Shard","Planetary","Uncommon","Planetary","2","1","0","0","0","Exotic Matter","Reality-Bending Matter","","Planetary;Uncommon","Exotic Matter","true","false","","","false","false","","false","RES-PROFILE-ENTROPY-SHARD","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-EVOLUTION-CORE","Evolution Core","Energy","Uncommon","Planetary","1","1","0","0","0","Energy Materials","Condensed Energy Cores","","Energy;Uncommon;Planetary","Energy Material","true","false","","","false","false","","false","RES-PROFILE-EVOLUTION-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-EXOTIC-MATTER-TRACE","Exotic Matter Trace","Planetary","Exotic","Planetary","2","1","0","0","0","Exotic Matter","General Exotic Matter","","Planetary;Exotic","Exotic Matter","true","false","","","false","false","","false","RES-PROFILE-EXOTIC-MATTER-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-FOSSILS","Fossils","Archaeology","Uncommon","Planetary","4","1","0","0","0","Ancient Materials","Fossils and Remains","","Archaeology;Uncommon;Planetary","Ancient Material","true","false","","","false","false","","false","RES-PROFILE-FOSSILS","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-FRACTURED-ICE","Fractured Ice","Volatile","Uncommon","Planetary","1","1","0","0","0","Ices and Frozen Volatiles","Exotic Ices","","Volatile;Uncommon;Planetary","Ice","true","false","","","false","false","","false","RES-PROFILE-FRACTURED-ICE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-FRACTURED-STONE","Fractured Stone","Planetary","Uncommon","Planetary","1","1","0","0","0","Rocks and Geological Materials","Exotic Geological Materials","","Planetary;Uncommon","Rock","true","false","","","false","false","","false","RES-PROFILE-FRACTURED-STONE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-FUSION-CATALYST","Fusion Catalyst","Energy","Uncommon","Planetary","4","1","0","0","0","Energy Materials","Energy Catalysts","","Energy;Uncommon;Planetary","Energy Material","true","false","","","false","false","","false","RES-PROFILE-FUSION-CATALYST","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-GENESIS-BIOMASS-TRACE","Genesis Biomass Trace","Organic","Exotic","Planetary","3","1","0","0","0","Genesis Matter","Genesis Biological Matter","","Organic;Exotic;Planetary","Genesis Matter","true","false","","","false","false","","false","RES-PROFILE-GENESIS-BIOMASS-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-GENESIS-CRYSTAL-TRACE","Genesis Crystal Trace","Crystal","Exotic","Planetary","2","1","0","0","0","Genesis Matter","Genesis Crystals","","Crystal;Exotic;Planetary","Genesis Matter","true","false","","","false","false","","false","RES-PROFILE-GENESIS-CRYSTAL-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-GENESIS-GENOME-TRACE","Genesis Genome Trace","Planetary","Exotic","Planetary","2","1","0","0","0","Genesis Matter","Genesis Biological Matter","","Planetary;Exotic","Genesis Matter","true","false","","","false","false","","false","RES-PROFILE-GENESIS-GENOME-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-GLOW-CORE","Glow Core","Energy","Uncommon","Planetary","1","1","0","0","0","Biological Materials","Living Cores and Networks","","Energy;Uncommon;Planetary","Biological","true","false","","","false","false","","false","RES-PROFILE-GLOW-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-HARMONY-FRAGMENT","Harmony Fragment","Archaeology","Uncommon","Planetary","4","1","0","0","0","Ancient Materials","Ancient Fragments","","Archaeology;Uncommon;Planetary","Ancient Material","true","false","","","false","false","","false","RES-PROFILE-HARMONY-FRAGMENT","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-HELIUM-3-TRACE","Helium-3 Trace","Planetary","Exotic","Planetary","1","1","0","0","0","Isotopes","Helium and Solar Isotopes","","Planetary;Exotic","Isotope","true","false","","","false","false","","false","RES-PROFILE-HELIUM-3-TRACE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-HIVE-CORE","Hive Core","Energy","Uncommon","Planetary","1","1","0","0","0","Biological Materials","Living Cores and Networks","","Energy;Uncommon;Planetary","Biological","true","false","","","false","false","","false","RES-PROFILE-HIVE-CORE","","Low: stable ID preserved","Canonical record retained."
"RES-PROFILE-INDUSTRIAL-SCRAP","Industrial Scrap","Planetary","Uncommon","Planetary","1","1","0","0","0","Manufactured Components","Industrial Salvage","","Planetary;Uncommon","Manufactured Component","true","false","","","false","false","","false","RES-PROFILE-INDUSTRIAL-SCRAP","","Low: stable ID preserved","Canonical record retained."
