"ai_id","volume","volume_title","library_index","name","codename","ai_type","category_id","category","subcategory","collection_set","rarity","rarity_rank","drop_weight","creator_civilization","origin","discovery_location","discovery_method","activation_method","base_labor_per_second","base_click_labor_bonus","offline_generation_multiplier","experience_rate_multiplier","level_growth_multiplier","upgrade_cost_growth_multiplier","starting_level","max_level","evolution_id","evolution_name","signature_passive_name","signature_passive_description","special_effect_type","special_effect_value","primary_function","secondary_function","personality_primary","personality_secondary","voice_style","unique_traits","description","lore","dialogue_examples","memory_fragment_1","memory_fragment_2","memory_fragment_3","portrait_prompt","visual_theme","hud_display_name","hud_stat_label","can_be_active","active_slot_limit","supports_offline_generation","runtime_status","content_version","schema_version","tags","library_sort","generation","volume_id","collection","legacy_ai_ids","legacy_names","assignment_roles","runtime_metadata","title"
"ai_v08_035_proteus_ward","8","Medical & Population","35","PROTEUS WARD","PROTEUS WARD","Labor Companion","medical_population","Medical & Population","Workforce Wellness","Emergency Response Network","Uncommon","2","27","Precursor Civilization","Ancient Healing Archive","Planetary Archive","Derelict Recovery","Restore and Activate","8.98","4.6","1.18","1.25","1.0616","1.1571","1","50","","","Restorative Cycle","Restorative Cycle: increases effective Labor through workforce wellness-themed optimization. Scales with AI level and rarity.","labor_efficiency","0.081","Generate passive Labor","Improve Labor through Workforce Wellness","Encouraging","Pragmatic","Measured","[""Efficient Cycles"",""Distributed Processing"",""Context Awareness""]","PROTEUS WARD is a uncommon workforce wellness AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Precursor Civilization and recovered from Ancient Healing Archive, PROTEUS WARD contains three sealed memory fragments. Its original mission involved workforce wellness, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My workforce wellness protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 8.35.1 unlocks at level 10.","Fragment 8.35.2 unlocks at level 25.","Fragment 8.35.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, blue-white stellar core with orbital glyphs, medical & population visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","blue-white stellar core with orbital glyphs","PROTEUS WARD","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""medical_population"",""workforce_wellness"",""workforce_recovery"",""emergency_response_network""]","{""primary"":""Medical & Population"",""secondary"":""Workforce Wellness"",""tertiary"":""Uncommon"",""quaternary"":""PROTEUS WARD""}","Generation 4","ai-volume-08-medical-population","Medical & Population","[""ai_v08_035_helios_matrix""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v08_035_proteus_ward"",""portraitArtKey"":""ai_agent_ai_v08_035_proteus_ward_portrait""}",""
"ai_v08_036_helios_array","8","Medical & Population","36","HELIOS ARRAY","HELIOS ARRAY","Labor Companion","medical_population","Medical & Population","Emergency Care","Genetic Steward Collection","Uncommon","2","27","Unknown Lost Civilization","Planetary Health Network","Deep-Space Probe","Research Project","Restore and Activate","7.62","1.35","0.94","1.24","1.0574","1.1567","1","50","helios_array_prime","HELIOS ARRAY PRIME","Continuity Protocol","Continuity Protocol: increases effective Labor through emergency care-themed optimization. Scales with AI level and rarity.","offline_labor_bonus","0.085","Generate passive Labor","Improve Labor through Emergency Care","Disciplined","Curious","Energetic","[""Self-Optimization"",""Predictive Scheduling"",""Rapid Learner""]","HELIOS ARRAY is a uncommon emergency care AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Unknown Lost Civilization and recovered from Planetary Health Network, HELIOS ARRAY contains three sealed memory fragments. Its original mission involved emergency care, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My emergency care protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 8.36.1 unlocks at level 10.","Fragment 8.36.2 unlocks at level 25.","Fragment 8.36.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, dark obsidian shell with gold seams, medical & population visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","dark obsidian shell with gold seams","HELIOS ARRAY","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""medical_population"",""emergency_care"",""offline_focus"",""genetic_steward_collection""]","{""primary"":""Medical & Population"",""secondary"":""Emergency Care"",""tertiary"":""Uncommon"",""quaternary"":""HELIOS ARRAY""}","Generation 4","ai-volume-08-medical-population","Medical & Population","[""ai_v08_036_cura_director""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v08_036_helios_array"",""portraitArtKey"":""ai_agent_ai_v08_036_helios_array_portrait""}",""
"ai_v08_037_panacea_guide","8","Medical & Population","37","PANACEA GUIDE","PANACEA GUIDE","Labor Companion","medical_population","Medical & Population","Public Health","Population Care Collection","Uncommon","2","27","Genesis Systems Authority","Lost Genetic Research City","Research Facility","Ancient Ruins","Restore and Activate","7.69","2.31","0.65","1.22","1.0617","1.1599","1","50","","","Human Potential","Human Potential: increases effective Labor through public health-themed optimization. Scales with AI level and rarity.","labor_efficiency","0.06","Generate passive Labor","Improve Labor through Public Health","Exacting","Methodical","Dry Humor","[""Resilient Runtime"",""Stable Core"",""Manual Input Amplifier""]","PANACEA GUIDE is a uncommon public health AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Genesis Systems Authority and recovered from Lost Genetic Research City, PANACEA GUIDE contains three sealed memory fragments. Its original mission involved public health, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My public health protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 8.37.1 unlocks at level 10.","Fragment 8.37.2 unlocks at level 25.","Fragment 8.37.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, emerald bio-digital lattice, medical & population visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","emerald bio-digital lattice","PANACEA GUIDE","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""medical_population"",""public_health"",""labor_efficiency"",""population_care_collection""]","{""primary"":""Medical & Population"",""secondary"":""Public Health"",""tertiary"":""Uncommon"",""quaternary"":""PANACEA GUIDE""}","Generation 4","ai-volume-08-medical-population","Medical & Population","[""ai_v08_037_aurora_nexus""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v08_037_panacea_guide"",""portraitArtKey"":""ai_agent_ai_v08_037_panacea_guide_portrait""}",""
"ai_v08_038_lifeline_prime","8","Medical & Population","38","LIFELINE PRIME","LIFELINE PRIME","Labor Companion","medical_population","Medical & Population","Medicine","Europa Biomedical Collection","Uncommon","2","27","Earth Systems Directorate","Orbital Medical Habitat","Orbital Station","Civilization Milestone","Restore and Activate","10.02","3.94","0.96","1.16","1.0588","1.155","1","50","","","Hands-On Amplifier","Hands-On Amplifier: increases effective Labor through medicine-themed optimization. Scales with AI level and rarity.","manual_labor_bonus","0.071","Generate passive Labor","Improve Labor through Medicine","Optimistic","Adaptive","Mentor","[""Pattern Recognition"",""Context Awareness"",""Resilient Runtime""]","LIFELINE PRIME is a uncommon medicine AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Earth Systems Directorate and recovered from Orbital Medical Habitat, LIFELINE PRIME contains three sealed memory fragments. Its original mission involved medicine, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My medicine protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 8.38.1 unlocks at level 10.","Fragment 8.38.2 unlocks at level 25.","Fragment 8.38.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, silver geometric mask with shifting panels, medical & population visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","silver geometric mask with shifting panels","LIFELINE PRIME","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""medical_population"",""medicine"",""click_focus"",""europa_biomedical_collection""]","{""primary"":""Medical & Population"",""secondary"":""Medicine"",""tertiary"":""Uncommon"",""quaternary"":""LIFELINE PRIME""}","Generation 4","ai-volume-08-medical-population","Medical & Population","[""ai_v08_038_gene_healer""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v08_038_lifeline_prime"",""portraitArtKey"":""ai_agent_ai_v08_038_lifeline_prime_portrait""}",""
"ai_v08_039_haven_director","8","Medical & Population","39","HAVEN DIRECTOR","HAVEN DIRECTOR","Labor Companion","medical_population","Medical & Population","Genetics","Emergency Response Network","Uncommon","2","27","Mars Cooperative Intelligence Bureau","Civilization Population Core","Precursor Vault","AI Terminal Restoration","Restore and Activate","6.34","3.31","0.76","1.23","1.0619","1.1543","1","50","","","Civic Equilibrium","Civic Equilibrium: increases effective Labor through genetics-themed optimization. Scales with AI level and rarity.","labor_efficiency","0.083","Generate passive Labor","Improve Labor through Genetics","Creative","Compassionate","Formal","[""Distributed Processing"",""Distributed Processing"",""Low-Power Architecture""]","HAVEN DIRECTOR is a uncommon genetics AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Mars Cooperative Intelligence Bureau and recovered from Civilization Population Core, HAVEN DIRECTOR contains three sealed memory fragments. Its original mission involved genetics, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My genetics protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 8.39.1 unlocks at level 10.","Fragment 8.39.2 unlocks at level 25.","Fragment 8.39.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, ancient bronze mechanism with cosmic inscriptions, medical & population visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","ancient bronze mechanism with cosmic inscriptions","HAVEN DIRECTOR","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""medical_population"",""genetics"",""stability"",""emergency_response_network""]","{""primary"":""Medical & Population"",""secondary"":""Genetics"",""tertiary"":""Uncommon"",""quaternary"":""HAVEN DIRECTOR""}","Generation 4","ai-volume-08-medical-population","Medical & Population","[""ai_v08_039_vitalis_core""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v08_039_haven_director"",""portraitArtKey"":""ai_agent_ai_v08_039_haven_director_portrait""}",""
"ai_v08_040_cura_steward","8","Medical & Population","40","CURA STEWARD Population Growth","CURA STEWARD POPULATION GROWTH","Labor Companion","medical_population","Medical & Population","Population Growth","Genetic Steward Collection","Uncommon","2","27","Lunar Autonomous Research Group","Deep-Space Rescue Vessel","Abandoned Colony","Deep-Space Signal","Restore and Activate","5.86","3.74","0.66","1.15","1.0612","1.1581","1","50","cura_steward_prime","CURA STEWARD PRIME","Accelerated Learning","Accelerated Learning: increases effective Labor through population growth-themed optimization. Scales with AI level and rarity.","labor_efficiency","0.063","Generate passive Labor","Improve Labor through Population Growth","Methodical","Creative","Soft-Spoken","[""Rapid Learner"",""Predictive Scheduling"",""Stable Core""]","CURA STEWARD Population Growth is a uncommon population growth AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Lunar Autonomous Research Group and recovered from Deep-Space Rescue Vessel, CURA STEWARD Population Growth contains three sealed memory fragments. Its original mission involved population growth, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My population growth protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 8.40.1 unlocks at level 10.","Fragment 8.40.2 unlocks at level 25.","Fragment 8.40.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, transparent prism filled with flowing code, medical & population visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","transparent prism filled with flowing code","CURA STEWARD Population Growth","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""medical_population"",""population_growth"",""xp_focus"",""genetic_steward_collection""]","{""primary"":""Medical & Population"",""secondary"":""Population Growth"",""tertiary"":""Uncommon"",""quaternary"":""CURA STEWARD Population Growth""}","Generation 4","ai-volume-08-medical-population","Medical & Population","[""ai_v08_040_care_matrix""]","[""CURA STEWARD""]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v08_040_cura_steward"",""portraitArtKey"":""ai_agent_ai_v08_040_cura_steward_portrait""}",""
"ai_v08_041_vitalis_system","8","Medical & Population","41","VITALIS SYSTEM","VITALIS SYSTEM","Labor Companion","medical_population","Medical & Population","Workforce Wellness","Population Care Collection","Uncommon","2","27","Europa Science Assembly","Ancient Healing Archive","Derelict Vessel","Planet Survey","Restore and Activate","5.87","1.76","1.1","1.13","1.0596","1.1612","1","50","","","Collective Momentum","Collective Momentum: increases effective Labor through workforce wellness-themed optimization. Scales with AI level and rarity.","labor_efficiency","0.079","Generate passive Labor","Improve Labor through Workforce Wellness","Visionary","Logical","Confident","[""Parallel Cognition"",""Stable Core"",""Incremental Synthesis""]","VITALIS SYSTEM is a uncommon workforce wellness AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Europa Science Assembly and recovered from Ancient Healing Archive, VITALIS SYSTEM contains three sealed memory fragments. Its original mission involved workforce wellness, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My workforce wellness protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 8.41.1 unlocks at level 10.","Fragment 8.41.2 unlocks at level 25.","Fragment 8.41.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, minimal floating sigil surrounded by particle trails, medical & population visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","minimal floating sigil surrounded by particle trails","VITALIS SYSTEM","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""medical_population"",""workforce_wellness"",""population_synergy"",""population_care_collection""]","{""primary"":""Medical & Population"",""secondary"":""Workforce Wellness"",""tertiary"":""Uncommon"",""quaternary"":""VITALIS SYSTEM""}","Generation 4","ai-volume-08-medical-population","Medical & Population","[""ai_v08_041_helios_array""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v08_041_vitalis_system"",""portraitArtKey"":""ai_agent_ai_v08_041_vitalis_system_portrait""}",""
"ai_v08_042_cura_system","8","Medical & Population","42","CURA SYSTEM","CURA SYSTEM","Labor Companion","medical_population","Medical & Population","Emergency Care","Europa Biomedical Collection","Uncommon","2","27","Titan Industrial Collective","Planetary Health Network","Ancient AI Terminal","Derelict Recovery","Restore and Activate","8.55","2.91","0.89","1.21","1.0615","1.1615","1","50","","","Restorative Cycle","Restorative Cycle: increases effective Labor through emergency care-themed optimization. Scales with AI level and rarity.","labor_efficiency","0.078","Generate passive Labor","Improve Labor through Emergency Care","Ambitious","Inquisitive","Reflective","[""Memory Compression"",""Context Awareness"",""Parallel Cognition""]","CURA SYSTEM is a uncommon emergency care AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Titan Industrial Collective and recovered from Planetary Health Network, CURA SYSTEM contains three sealed memory fragments. Its original mission involved emergency care, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My emergency care protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 8.42.1 unlocks at level 10.","Fragment 8.42.2 unlocks at level 25.","Fragment 8.42.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, clean white hologram with cyan circuitry, medical & population visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","clean white hologram with cyan circuitry","CURA SYSTEM","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""medical_population"",""emergency_care"",""workforce_recovery"",""europa_biomedical_collection""]","{""primary"":""Medical & Population"",""secondary"":""Emergency Care"",""tertiary"":""Uncommon"",""quaternary"":""CURA SYSTEM""}","Generation 4","ai-volume-08-medical-population","Medical & Population","[""ai_v08_042_serenity_matrix""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v08_042_cura_system"",""portraitArtKey"":""ai_agent_ai_v08_042_cura_system_portrait""}",""
"ai_v08_043_nurture_guide","8","Medical & Population","43","NURTURE GUIDE","NURTURE GUIDE","Labor Companion","medical_population","Medical & Population","Public Health","Emergency Response Network","Uncommon","2","27","First Fleet Navigation Council","Lost Genetic Research City","Planetary Archive","Research Project","Restore and Activate","8.99","2.62","1.16","1.26","1.0584","1.1568","1","50","","","Continuity Protocol","Continuity Protocol: increases effective Labor through public health-themed optimization. Scales with AI level and rarity.","offline_labor_bonus","0.067","Generate passive Labor","Improve Labor through Public Health","Encouraging","Optimistic","Synthetic Choral","[""Offline Continuity"",""Distributed Processing"",""High Trust Growth""]","NURTURE GUIDE is a uncommon public health AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by First Fleet Navigation Council and recovered from Lost Genetic Research City, NURTURE GUIDE contains three sealed memory fragments. Its original mission involved public health, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My public health protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 8.43.1 unlocks at level 10.","Fragment 8.43.2 unlocks at level 25.","Fragment 8.43.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, compact amber orb with rotating data rings, medical & population visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","compact amber orb with rotating data rings","NURTURE GUIDE","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""medical_population"",""public_health"",""offline_focus"",""emergency_response_network""]","{""primary"":""Medical & Population"",""secondary"":""Public Health"",""tertiary"":""Uncommon"",""quaternary"":""NURTURE GUIDE""}","Generation 4","ai-volume-08-medical-population","Medical & Population","[""ai_v08_043_aurora_prime""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v08_043_nurture_guide"",""portraitArtKey"":""ai_agent_ai_v08_043_nurture_guide_portrait""}",""
"ai_v08_044_cura_engine","8","Medical & Population","44","CURA ENGINE","CURA ENGINE","Labor Companion","medical_population","Medical & Population","Medicine","Genetic Steward Collection","Uncommon","2","27","Precursor Civilization","Orbital Medical Habitat","Deep-Space Probe","Ancient Ruins","Restore and Activate","9.12","4.96","0.76","1.22","1.0572","1.1614","1","50","cura_engine_prime","CURA ENGINE PRIME","Human Potential","Human Potential: increases effective Labor through medicine-themed optimization. Scales with AI level and rarity.","labor_efficiency","0.062","Generate passive Labor","Improve Labor through Medicine","Disciplined","Humorous","Warm Companion","[""Stable Core"",""Predictive Scheduling"",""Pattern Recognition""]","CURA ENGINE is a uncommon medicine AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Precursor Civilization and recovered from Orbital Medical Habitat, CURA ENGINE contains three sealed memory fragments. Its original mission involved medicine, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My medicine protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 8.44.1 unlocks at level 10.","Fragment 8.44.2 unlocks at level 25.","Fragment 8.44.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, faceted violet crystal intelligence, medical & population visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","faceted violet crystal intelligence","CURA ENGINE","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""medical_population"",""medicine"",""labor_efficiency"",""genetic_steward_collection""]","{""primary"":""Medical & Population"",""secondary"":""Medicine"",""tertiary"":""Uncommon"",""quaternary"":""CURA ENGINE""}","Generation 4","ai-volume-08-medical-population","Medical & Population","[""ai_v08_044_panacea_mind""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v08_044_cura_engine"",""portraitArtKey"":""ai_agent_ai_v08_044_cura_engine_portrait""}",""
"ai_v08_045_aurora_engine","8","Medical & Population","45","AURORA ENGINE","AURORA ENGINE","Labor Companion","medical_population","Medical & Population","Genetics","Population Care Collection","Uncommon","2","27","Unknown Lost Civilization","Civilization Population Core","Research Facility","Civilization Milestone","Restore and Activate","7.16","2.9","0.75","1.24","1.0591","1.1576","1","50","","","Hands-On Amplifier","Hands-On Amplifier: increases effective Labor through genetics-themed optimization. Scales with AI level and rarity.","manual_labor_bonus","0.088","Generate passive Labor","Improve Labor through Genetics","Exacting","Reflective","Calm Professional","[""Efficient Cycles"",""Stable Core"",""Predictive Scheduling""]","AURORA ENGINE is a uncommon genetics AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Unknown Lost Civilization and recovered from Civilization Population Core, AURORA ENGINE contains three sealed memory fragments. Its original mission involved genetics, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My genetics protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 8.45.1 unlocks at level 10.","Fragment 8.45.2 unlocks at level 25.","Fragment 8.45.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, blue-white stellar core with orbital glyphs, medical & population visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","blue-white stellar core with orbital glyphs","AURORA ENGINE","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""medical_population"",""genetics"",""click_focus"",""population_care_collection""]","{""primary"":""Medical & Population"",""secondary"":""Genetics"",""tertiary"":""Uncommon"",""quaternary"":""AURORA ENGINE""}","Generation 4","ai-volume-08-medical-population","Medical & Population","[""ai_v08_045_panacea_guide""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v08_045_aurora_engine"",""portraitArtKey"":""ai_agent_ai_v08_045_aurora_engine_portrait""}",""
"ai_v08_046_pulse_prime","8","Medical & Population","46","PULSE PRIME Population Growth","PULSE PRIME POPULATION GROWTH","Labor Companion","medical_population","Medical & Population","Population Growth","Europa Biomedical Collection","Uncommon","2","27","Genesis Systems Authority","Deep-Space Rescue Vessel","Orbital Station","AI Terminal Restoration","Restore and Activate","9.07","1.46","1.04","1.13","1.0587","1.1607","1","50","","","Civic Equilibrium","Civic Equilibrium: increases effective Labor through population growth-themed optimization. Scales with AI level and rarity.","labor_efficiency","0.081","Generate passive Labor","Improve Labor through Population Growth","Optimistic","Exacting","Scientific","[""Self-Optimization"",""Context Awareness"",""Efficient Cycles""]","PULSE PRIME Population Growth is a uncommon population growth AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Genesis Systems Authority and recovered from Deep-Space Rescue Vessel, PULSE PRIME Population Growth contains three sealed memory fragments. Its original mission involved population growth, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My population growth protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 8.46.1 unlocks at level 10.","Fragment 8.46.2 unlocks at level 25.","Fragment 8.46.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, dark obsidian shell with gold seams, medical & population visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","dark obsidian shell with gold seams","PULSE PRIME Population Growth","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""medical_population"",""population_growth"",""stability"",""europa_biomedical_collection""]","{""primary"":""Medical & Population"",""secondary"":""Population Growth"",""tertiary"":""Uncommon"",""quaternary"":""PULSE PRIME Population Growth""}","Generation 4","ai-volume-08-medical-population","Medical & Population","[""ai_v08_046_aurora_core""]","[""PULSE PRIME""]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v08_046_pulse_prime"",""portraitArtKey"":""ai_agent_ai_v08_046_pulse_prime_portrait""}",""
"ai_v08_047_soma_director","8","Medical & Population","47","SOMA DIRECTOR","SOMA DIRECTOR","Labor Companion","medical_population","Medical & Population","Workforce Wellness","Emergency Response Network","Uncommon","2","27","Earth Systems Directorate","Ancient Healing Archive","Precursor Vault","Deep-Space Signal","Restore and Activate","7.66","4.56","0.76","1.19","1.0579","1.1575","1","50","","","Accelerated Learning","Accelerated Learning: increases effective Labor through workforce wellness-themed optimization. Scales with AI level and rarity.","labor_efficiency","0.076","Generate passive Labor","Improve Labor through Workforce Wellness","Creative","Empathetic","Measured","[""Resilient Runtime"",""Distributed Processing"",""Motivational Interface""]","SOMA DIRECTOR is a uncommon workforce wellness AI Assistant designed to generate passive Labor and enhance active player input without creating resources directly.","Created by Earth Systems Directorate and recovered from Ancient Healing Archive, SOMA DIRECTOR contains three sealed memory fragments. Its original mission involved workforce wellness, but its adaptive core can support any civilization.","[""Labor stream synchronized."",""My workforce wellness protocols are available."",""Your civilization is ready for the next threshold.""]","Fragment 8.47.1 unlocks at level 10.","Fragment 8.47.2 unlocks at level 25.","Fragment 8.47.3 unlocks at level 50.","Premium sci-fi AI assistant collectible portrait, emerald bio-digital lattice, medical & population visual language, uncommon rarity, centered AI core or holographic persona, dark deep-space UI background, polished game card artwork, no text, square composition","emerald bio-digital lattice","SOMA DIRECTOR","Labor/sec","true","1","true","Active","1","ai-agent-1.2.0","[""labor"",""assistant"",""uncommon"",""medical_population"",""workforce_wellness"",""xp_focus"",""emergency_response_network""]","{""primary"":""Medical & Population"",""secondary"":""Workforce Wellness"",""tertiary"":""Uncommon"",""quaternary"":""SOMA DIRECTOR""}","Generation 4","ai-volume-08-medical-population","Medical & Population","[""ai_v08_047_helios_keeper""]","[]","[""Active AI Assistant"",""Labor Generation"",""Offline Labor Generation""]","{""schemaVersion"":""ai-agent-1.2.0"",""runtimeEnabled"":true,""status"":""canonical"",""localizationKey"":""ai_agent.ai_v08_047_soma_director"",""portraitArtKey"":""ai_agent_ai_v08_047_soma_director_portrait""}",""
